5	0.6077	1.9273	0.9311	NaN	-90.29	-13.45	0.03	2.99	0	0.28	0.02	0.42	-0.01	0.5	-0.06	0	0.4
5	0.5115	1.3472	1.0023	1.1773	-92.65	-13.76	0.07	2.74	0.01	0.01	0.37	0.41	0.02	0.76	0.04	0.01	0.13
5	0.7316	1.5901	1.0784	NaN	-93.47	-13.85	0.05	2.04	0	0.03	-0.01	0.24	-0.01	0.86	-0.08	0.04	0.48
5	0.4874	1.4897	1.1209	NaN	-94.22	-13.96	0.06	1.85	0.01	0	0.26	0.22	0.02	0.26	0.01	0	0.11
5	0.4736	1.5121	1.1892	NaN	-94.01	-13.98	0.07	1.94	0	-0.02	-0.04	0.24	-0.01	0.64	-0.09	-0.02	0.37
5	0.663	1.5361	1.1995	NaN	-93.5	-13.85	0.08	2.44	0.01	0.02	0.26	0.32	0.02	0.6	0.01	0	0.1
5	0.5388	1.5515	1.1985	NaN	-93.47	-13.91	0.05	2.07	0	-0.01	-0.03	0.26	-0.01	0.35	-0.08	-0.02	0.37
5	3.909	1.5313	1.1595	NaN	-92.89	-13.65	0.06	2.17	0	-0.02	-0.02	0.27	-0.01	0.66	-0.08	-0.01	0.42
5	0.4992	1.4215	1.2753	NaN	-94.24	-14.06	0.06	1.88	0	-0.02	-0.03	0.23	-0.01	0.53	-0.08	-0.01	0.42
5	0.5611	1.4698	1.2326	NaN	-89.45	-12.23	0.07	2.04	0.02	0.02	0.38	0.31	0.03	0.3	0.07	0	0.09
5	0.4995	1.5289	1.1841	NaN	-93.23	-13.75	0.06	2.26	0.01	0	0.25	0.31	0.02	0.55	0.01	0.01	0.14
5	0.5876	1.6976	1.2486	NaN	-92.8	-13.86	0.06	2.09	0	-0.02	-0.02	0.29	-0.01	0.64	-0.08	-0.02	0.42
5	0.4794	1.4074	1.2996	NaN	-94.07	-14.07	0.08	1.9	0.01	0	0.27	0.24	0.02	0.28	0	-0.01	0.25
5	0.5545	1.8384	1.2766	NaN	-91.47	-13.5	0.04	2.74	0.01	0	0.29	0.37	0.02	0.41	0.01	0	0.75
6	0.5391	1.7787	0.8659	NaN	-88.95	-13.31	0.04	2.57	0.02	0.02	0.36	0.42	0.02	0.42	0.11	0.06	0.13
6	0.5335	1.7465	0.8811	NaN	-89	-13.19	0.1	2.62	0.01	0	0.27	0.34	0.02	0.37	0.01	0	0.17
6	0.7951	1.6631	0.9481	NaN	-89.55	-13.16	0.83	2.71	0.01	0.03	0.33	0.36	0.06	0.4	0.03	0	0.12
6	0.5225	1.6494	0.8907	NaN	-89.49	-13.26	0.05	2.42	0.01	0	0.25	0.31	0.02	0.35	0.01	-0.01	0.15
6	0.5148	1.6151	0.9524	NaN	-88.51	-13	0.07	2.51	0.02	0.03	0.54	0.37	0.02	0.36	0.08	-0.01	0.19
6	0.5008	1.5116	0.8003	NaN	-87.57	-12.96	0.07	2.38	0.01	0.1	0.33	0.35	0.02	0.35	0.13	-0.01	0.06
6	0.5717	1.5389	0.8413	NaN	-76.46	-11.13	0.05	2.15	0.01	0.02	0.36	0.33	0.02	0.38	0.06	0	0.07
6	0.5058	1.5836	0.813	NaN	-89.3	-13.21	0.05	2.29	0	-0.02	-0.03	0.29	-0.01	0.7	-0.08	-0.01	0.39
6	0.4969	1.6114	0.8078	NaN	-88.68	-13.08	0.1	2.82	0.19	0.03	0.53	0.4	0.02	0.44	0.09	0.01	0.09
6	0.5234	1.657	0.8316	NaN	-73.02	-10.83	0.05	2.39	0.01	0.02	0.35	0.37	0.02	0.36	0.07	-0.01	0.04
6	0.515	1.6669	0.8246	NaN	-129.99	-17.92	0.04	2.15	0.01	0.02	0.47	0.33	0.02	0.3	0.07	-0.01	0.09
