Sample ID,Site,Date,Time,Type,Type2,Index-notes,d18O,dD,HCO3_mg_L,Cl_mg_L,SO4_mg_L,Si_mg_L,Na_mg_L,Mg_mg_L,K_mg_L,Ca_mg_L,Mn_mg_L,ICP-notes
PR-15747,PR Hailstone,06/14/2022,12:00,Grab,Stream,MED added artificial times and type assignments,-17.03,-125.6,79.3,8.6523,3.2993,2.715,6.02669653,4.40943353,0.51842911,20.3877864,0.01555,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15762,PR Soapstone,06/21/2022,12:00,Grab,Stream,MED added artificial times and type assignments,-16.86,-124.4,15.3023177226814,1.7642,1.4918,1.354,1.08483145,0.98449153,0.31795522,3.94321656,0.00812,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15763,PR Woodland,06/21/2022,12:00,Grab,Stream,MED added artificial times and type assignments,-16.89,-123.8,54.9,3.2735,4.8188,2.745,2.13312982,2.99148334,0.51244249,14.5696011,0.00689,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15764,PR Hailstone,06/21/2022,12:00,Grab,Stream,MED added artificial times and type assignments,-16.87,-124.4,75.4808068181818,5.6337,4.6586,3.108,3.32317316,4.18402725,0.5745018,19.8867777,0.00873,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15789,PR Soapstone,06/28/2022,12:00,Grab,Stream,MED added artificial times and type assignments,-16.86,-121.7,18.1393330723253,1.6378,1.8872,1.372,1.17305827,1.179776,0.38122314,4.55889203,0.01457,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15790,PR Woodland,06/28/2022,12:00,Grab,Stream,MED added artificial times and type assignments,-17.19,-123.5,73.2,3.9452,7.0787,3.018,2.37476493,3.97797509,0.60813034,19.1991904,0.02643,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15791,PR Hailstone,06/28/2022,12:00,Grab,Stream,MED added artificial times and type assignments,-17.1,-123.8,85.3,8.0319,6.6555,4.157,4.71542486,5.09049342,0.76607843,23.3624673,0.02642,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15809,PR Soapstone,07/05/2022,12:00,Grab,Stream,MED added artificial times and type assignments,-16.79,-121.5,19.0143996846669,1.6081,1.8445,1.326,1.16881514,1.21783153,0.38182405,4.74957323,0.02195,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15810,PR Woodland,07/05/2022,12:00,Grab,Stream,MED added artificial times and type assignments,-16.92,-122.9,104.008720588235,4.2858,8.0399,2.999,2.95510885,5.65585621,0.79113064,27.7022589,0.01743,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15811,PR Hailstone,07/05/2022,12:00,Grab,Stream,MED added artificial times and type assignments,-16.8,-124.1,91.4,8.201,7.2663,4.163,4.52364316,5.11535563,0.7876162,23.4049909,0.04772,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15839,PR Soapstone,07/19/2022,12:00,Grab,Stream,MED added artificial times and type assignments,-16.24,-119.2,17.9516744049368,2.6479,1.617,0.99,1.49820024,1.23575912,0.40720353,4.76924608,0.01444,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15840,PR Woodland,07/19/2022,12:00,Grab,Stream,MED added artificial times and type assignments,-16.6,-121.4,85.3,4.9942,10.5094,3.503,2.64366236,4.59140766,0.67671446,20.8905091,0.01348,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15841,PR Hailstone,07/19/2022,12:00,Grab,Stream,MED added artificial times and type assignments,-16.3,-120.2,103.6,10.8576,7.9012,5.172,6.01671788,6.67225486,1.0610468,29.7723423,0.01658,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15904,PR Soapstone,08/02/2022,12:00,Grab,Stream,MED added artificial times and type assignments,-15.94,-116.9,17.9516744049368,2.3116,1.5323,1.13,1.45863979,1.17643228,0.40199508,4.52781145,0.01809,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15905,PR Woodland,08/02/2022,12:00,Grab,Stream,MED added artificial times and type assignments,-16.1,-119.8,85.3,4.3725,8.9604,3.36,2.8332673,5.05067169,0.87572926,25.1985765,0.01268,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15906,PR Hailstone,08/02/2022,12:00,Grab,Stream,MED added artificial times and type assignments,-16.02,-118.8,103.6,11.5337,8.9064,5.58,6.28948677,6.47369182,1.5102555,29.7803486,0.01716,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-10109,PR Hailstone,10/31/2012,12:00,Quartzite Groundwater,Endmember,Quartzite Groundwater,-14.23,-108.3,7.8,1.0959,4.0755,2.252,0.77951,0.62309,0.22371,1.75517,0.00006,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-10730,PR Hailstone,10/18/2013,12:00,Quartzite Groundwater,Endmember,Quartzite Groundwater,-14.31,-104.8,3.4,0.6393,2.0415,2.112,0.99054,0.73539,0.30597,2.07717,0.00246,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-11585,PR Hailstone,10/31/2014,12:00,Quartzite Groundwater,Endmember,Quartzite Groundwater,-13.836143,-101.514606,11.2,0.62,2.1462,2.341,1.8058,1.64251,0.62931,3.80338,0.00504,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-10111,PR Hailstone,10/31/2012,12:00,Quartzite Groundwater,Endmember,Quartzite Groundwater,-13.94,-108,3.8,0.8864,2.7201,1.671,0.68665,0.49897,0.19699,1.61652,0.00295,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-10731,PR Hailstone,10/18/2013,12:00,Quartzite Groundwater,Endmember,Quartzite Groundwater,-14.39,-106.5,4.3,0.5457,1.0261,1.77,0.60507,0.42156,0.16082,1.44861,0.00222,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-11586,PR Hailstone,10/31/2014,12:00,Quartzite Groundwater,Endmember,Quartzite Groundwater,-14.208798,-103.976134,15.1,0.4877,1.2839,1.844,1.22788,1.01529,0.40492,2.88769,0.00501,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-12556,PR Hailstone,05/26/2016,12:00,Quartzite Groundwater,Endmember,Quartzite Groundwater,-14.19,-111.7,8.6,5.23,1.41,1.54,2.161441,0.725601,0.314698,2.125697,0.236797,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15263,PR Hailstone,04/19/2021,12:00,Snow,Endmember,Snow,-20.38,-149.48,6,0.1595,0.4389,0.0224,0.08,0.039,0.02,0.44,0.002,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15264,PR Hailstone,04/19/2021,12:00,Snow,Endmember,Snow,-20.11,-147.67,4.7,1.0119,0.0185,0.0256,0.09,0.033,0.04,0.33,0.0024,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15265,PR Hailstone,04/19/2021,12:00,Snow,Endmember,Snow,-20.49,-149.63,4.5,0.253,0.4606,0.0227,0.07,0.032,0.02,0.37,0.002,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15266,PR Hailstone,04/19/2021,12:00,Snow,Endmember,Snow,-20.34,-147.52,3.1,0.2182,0.4682,0.0297,0.1,0.061,0.02,0.45,0.0021,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15267,PR Hailstone,04/19/2021,12:00,Snow,Endmember,Snow,-19.95,-144.89,4.3,0.1889,0.3518,0.0209,0.08,0.022,0.02,0.14,0.0012,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15268,PR Hailstone,04/19/2021,12:00,Snow,Endmember,Snow,-20.53,-148.46,4.1,1.0684,0.4693,0.0209,0.1,0.053,0.02,0.31,0.0025,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15662,PR Hailstone,06/02/2022,12:00,Soil Water,Endmember,Soil Water,-18.67,-137.5,18.3,1.2891,1.078,4.094,0.75,0.521,0.608,1.4,0.0202,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15666,PR Hailstone,06/02/2022,12:00,Soil Water,Endmember,Soil Water,-18.76,-138.8,30.5,3.2443,2.7894,2.429,1.09,1.241,1.202,4.49,0.0632,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15667,PR Hailstone,06/02/2022,12:00,Soil Water,Endmember,Soil Water,-17.74,-135.8,12.2,0.5436,1.2001,2.416,0.65,0.478,0.586,1.36,0.0078,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15669,PR Hailstone,06/02/2022,12:00,Soil Water,Endmember,Soil Water,-19.01,-142,54.9,32.8548,2.2238,1.648,16.98,1.714,1.945,11.32,0.1293,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15676,PR Hailstone,06/02/2022,12:00,Soil Water,Endmember,Soil Water,-18.06,-135.1,18.3,1.5606,1.7026,10.91,0.96,1.28,1.091,4.51,0.0363,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15677,PR Hailstone,06/02/2022,12:00,Soil Water,Endmember,Soil Water,-18.08,-134.5,18.3,1.3919,1.3675,10.91,0.73,1.046,0.761,2.68,0.1318,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15927,PR Hailstone,08/05/2022,12:00,Carbonate Groundwater,Endmember,Carbonate Groundwater,-16.95,-122.7,207.3,2.2081,2.6103,3.87,1.79,4.977,0.383,91.85,0.0022,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15928,PR Hailstone,08/05/2022,12:00,Carbonate Groundwater,Endmember,Carbonate Groundwater,-17.89,-129,225.6,2.0801,2.6326,2.194,1.34,17.381,0.385,53.82,0.0002,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-16033,PR Hailstone,09/23/2022,12:00,Carbonate Groundwater,Endmember,Carbonate Groundwater,-16.7,-123.4,207.3,2.4972,2.082,1.69,2.07,4.924,0.564,85.16,0.0029,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-16034,PR Hailstone,09/23/2022,12:00,Carbonate Groundwater,Endmember,Carbonate Groundwater,-17.42,-130,189,1.7618,2.6059,1.69,1.36,17.78,0.382,54.46,0.0001,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15243,PR Hailstone,05/19/2021,12:00,Ephemeral Stream,Endmember,Ephemeral Stream,-18.34,-136.08,12.19,24.8582,1.1822,2.223,17.67,0.59,0.56,2.12,0.0121,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15244,PR Hailstone,05/19/2021,12:00,Ephemeral Stream,Endmember,Ephemeral Stream,-18.43,-137.3,12.19,10.9195,0.7766,1.155,5.95,0.33,0.23,1.12,0.0019,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15245,PR Hailstone,05/19/2021,12:00,Ephemeral Stream,Endmember,Ephemeral Stream,-18.62,-138.22,12.19,8.1626,1.0674,2.486,8.02,0.38,0.36,1.21,0.0022,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15246,PR Hailstone,05/19/2021,12:00,Ephemeral Stream,Endmember,Ephemeral Stream,-18.35,-135.61,12.19,0.844,1.2437,1.74,0.8,0.62,0.23,1.7,0.0028,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15247,PR Hailstone,05/19/2021,12:00,Ephemeral Stream,Endmember,Ephemeral Stream,-18.01,-134.17,12.19,1.1966,1.4165,1.782,0.76,0.48,0.21,1.72,0.0006,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15663,PR Hailstone,06/02/2022,12:00,Ephemeral Stream,Endmember,Ephemeral Stream,-18.18,-138.6,18.3,0.5134,0.5674,0.9858,0.44,0.26,0.115,1.25,0.0004,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15664,PR Hailstone,06/02/2022,12:00,Ephemeral Stream,Endmember,Ephemeral Stream,-18.07,-137.3,12.2,73.2155,0.5115,1.216,28.58,3.224,0.53,10.44,0.0006,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15668,PR Hailstone,06/02/2022,12:00,Ephemeral Stream,Endmember,Ephemeral Stream,-18.77,-145.6,18.3,0.4116,0.1768,0.8936,0.52,0.416,0.36,1.39,0.0018,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15670,PR Hailstone,06/02/2022,12:00,Ephemeral Stream,Endmember,Ephemeral Stream,-17.3,-131.7,18.3,4.0285,0.835,1.568,1.57,1.127,0.407,2.6,0.0008,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15671,PR Hailstone,06/02/2022,12:00,Ephemeral Stream,Endmember,Ephemeral Stream,-17.17,-131.5,18.3,4.9433,0.8057,1.673,1.82,0.806,0.356,2.48,0.0007,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-15675,PR Hailstone,06/02/2022,12:00,Ephemeral Stream,Endmember,Ephemeral Stream,-17.53,-135,18.3,1.2325,0.8824,1.047,0.68,0.605,0.349,2.47,0.0012,Replaced any <DL limit values half the column’s lowest value as in DataEMMA.m EMMALAB function
PR-CG,PR Hailstone,06/02/2022,12:00,Carbonate Groundwater,Endmember,MED average of Carbonate GW,-17.24,-126.275,207.3,2.1368,2.4827,2.361,1.64,11.2655,0.4285,71.3225,0.00135,
PR-QG,PR Hailstone,06/02/2022,12:00,Quartzite Groundwater,Endmember,MED average of Quartzite GW,-14.1578487142857,-106.398677142857,7.74285714285714,1.35785714285714,2.10047142857143,1.93285714285714,1.17955585714286,0.808915857142857,0.319488285714286,2.244891,0.0363624285714286,
PR-SW,PR Hailstone,06/02/2022,12:00,Soil Water,Endmember,MED average of Soil Water,-18.3866666666667,-137.283333333333,25.4166666666667,6.81405,1.7269,5.40116666666667,3.52666666666667,1.04666666666667,1.03216666666667,4.29333333333333,0.0647666666666667,
